aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flightStates;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpen;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
EMJ;E7W;BHD;codeshares;SCH,GCH;N;False;D;DL9159;9159;D31;D;143576110761932437;True;KL0951;DL;DAL;58;PHEXH;J;2.0;;2025-11-05 14:32:23.977000+00:00;;2025-11-05 19:30:00+00:00;;2025-11-05 19:05:00+00:00;2025-11-05 19:15:00+00:00;2025-11-05 19:00:00+00:00;;;
32S;320;LTN;;SCH;N;False;A;EZY2521;2521;;;143576139518360392;True;EZY2521;U2;EZY;64;;J;;2025-11-05 19:22:00+00:00;2025-11-05 04:20:47.857000+00:00;;2025-11-05 19:30:00+00:00;;;;;;;
EMJ;E7W;BHD;codeshares;SCH,GCH;N;False;D;KL0951;951;D31;D;143576111731857969;True;KL0951;KL;KLM;100;PHEXH;J;2.0;;2025-11-05 14:32:23.977000+00:00;;2025-11-05 19:30:00+00:00;;2025-11-05 19:05:00+00:00;2025-11-05 19:15:00+00:00;2025-11-05 19:00:00+00:00;;;
EMJ;E90;FRA;codeshares;SCH;S;False;A;KL1824;1824;;;143576111731956320;True;KL1824;KL;KLM;100;;J;;2025-11-05 19:22:00+00:00;2025-11-05 14:54:42.130000+00:00;;2025-11-05 19:30:00+00:00;;;;;;;
737;7M8;LPA;;SCH,EXP;S;False;A;OR1636;1636;;;143576112309192510;True;OR1636;OR;TFL;231;;J;;2025-11-05 20:00:00+00:00;2025-11-05 10:24:57.012000+00:00;;2025-11-05 19:30:00+00:00;;;;;;;
EMJ;E90;FRA;codeshares;SCH;S;False;A;SK6661;6661;;;143576112838212654;True;KL1824;SK;SAS;150;;J;;2025-11-05 19:22:00+00:00;2025-11-05 14:54:42.130000+00:00;;2025-11-05 19:30:00+00:00;;;;;;;
EMJ;E7W;BHD;codeshares;SCH,GCH;N;False;D;VS6926;6926;D31;D;143576113284270901;True;KL0951;VS;VIR;181;PHEXH;J;2.0;;2025-11-05 14:32:23.977000+00:00;;2025-11-05 19:30:00+00:00;;2025-11-05 19:05:00+00:00;2025-11-05 19:15:00+00:00;2025-11-05 19:00:00+00:00;;;
220;223;CDG;codeshares;SCH,GCH;S;False;D;AF1441;1441;C8;C;143576110322576439;True;AF1441;AF;AFR;80;FHZUL;J;1.0;;2025-11-05 13:41:07.057000+00:00;;2025-11-05 19:35:00+00:00;;;;;;;
EMJ;E90;TLS;codeshares;SCH;S;False;D;AF1701;1701;B1;B;143576110322584357;True;AF1701;AF;AFR;80;FHBLA;J;1.0;;2025-11-05 09:05:29.770000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 18:55:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 18:50:00+00:00;;;
EMJ;E90;VLC;codeshares;SCH;S;False;D;AF3230;3230;B6;B;143576110322773499;True;KL1535;AF;AFR;80;PHEZR;J;1.0;;2025-11-05 13:46:30.261000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 19:05:00+00:00;;;
787;788;DEL;;SCH,GCH;N;False;D;AI156;156;G6;G;143576110163213971;True;AI156;AI;AIC;712;VTANW;J;3.0;;2025-11-05 13:45:53.634000+00:00;;2025-11-05 19:35:00+00:00;;;;;;;
220;223;CDG;codeshares;SCH,GCH;S;False;D;AM6025;6025;C8;C;143576110349310131;True;AF1441;AM;AMX;794;FHZUL;J;1.0;;2025-11-05 13:41:07.057000+00:00;;2025-11-05 19:35:00+00:00;;;;;;;
737;73W;VCE;codeshares;SCH,GCH;S;False;D;AM6265;6265;D84;D;143576110349315903;True;KL1637;AM;AMX;794;PHBGQ;J;1.0;;2025-11-05 14:31:36.406000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:05:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 18:35:00+00:00;;;
32S;32Q;LHR;codeshares;SCH;N;False;D;CI9363;9363;D26;D;143576110612005095;True;KL1017;CI;CAL;44;PHAXG;J;2.0;;2025-11-05 13:46:29.981000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:05:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 18:35:00+00:00;;;
350;359;PKX;;SCH,GCH;N;False;D;CZ0346;346;E6;E;143576110674814673;True;CZ0346;CZ;CSN;43;B32CQ;J;2.0;;2025-11-05 14:00:52.250000+00:00;;2025-11-05 19:35:00+00:00;;;;;;;
EMJ;E90;TLS;codeshares;SCH;S;False;D;DL8559;8559;B1;B;143576110761842083;True;AF1701;DL;DAL;58;FHBLA;J;1.0;;2025-11-05 09:05:29.770000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 18:55:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 18:50:00+00:00;;;
EMJ;E90;VLC;codeshares;SCH;S;False;D;DL9412;9412;B6;B;143576110761940341;True;KL1535;DL;DAL;58;PHEZR;J;1.0;;2025-11-05 13:46:30.261000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 19:05:00+00:00;;;
32S;32N;DUB;;SCH,GCH;E;False;D;EI611;611;D24;D;143576110178220643;True;EI611;EI;EIN;108;EINSA;J;3.0;;2025-11-05 12:56:34.225000+00:00;;2025-11-05 19:35:00+00:00;;;;;;;
32S;320;LIN;;SCH;S;False;A;EJU1953;1953;;;143576137284270352;True;EJU1953;EC;EJU;5151;;J;;2025-11-05 19:27:00+00:00;2025-11-05 11:36:16.311000+00:00;;2025-11-05 19:35:00+00:00;;;;;;;
32S;320;BRS;;SCH;N;False;A;EZY2923;2923;;;143576139518371348;True;EZY2923;U2;EZY;64;;J;;2025-11-05 19:27:00+00:00;2025-11-05 06:18:09.078000+00:00;;2025-11-05 19:35:00+00:00;;;;;;;
32S;32N;LPL;;SCH;N;False;D;EZY3444;3444;H3;H;143576139518459115;True;EZY3444;U2;EZY;64;GUZLL;J;3.0;;2025-11-05 05:36:09.047000+00:00;;2025-11-05 19:35:00+00:00;;;;;;;
220;223;CDG;codeshares;SCH,GCH;S;False;D;G35046;5046;C8;C;143576111245057933;True;AF1441;G3;GLO;4918;FHZUL;J;1.0;;2025-11-05 13:41:07.057000+00:00;;2025-11-05 19:35:00+00:00;;;;;;;
EMJ;E90;VLC;codeshares;SCH;S;False;D;G35561;5561;B6;B;143576111245071761;True;KL1535;G3;GLO;4918;PHEZR;J;1.0;;2025-11-05 13:46:30.261000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 19:05:00+00:00;;;
32S;32Q;LHR;codeshares;SCH;N;False;D;KL1017;1017;D26;D;143576111731934349;True;KL1017;KL;KLM;100;PHAXG;J;2.0;;2025-11-05 13:46:29.981000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:05:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 18:35:00+00:00;;;
EMJ;E90;VLC;codeshares;SCH;S;False;D;KL1535;1535;B6;B;143576111731948183;True;KL1535;KL;KLM;100;PHEZR;J;1.0;;2025-11-05 13:46:30.261000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 19:05:00+00:00;;;
737;73W;VCE;codeshares;SCH,GCH;S;False;D;KL1637;1637;D84;D;143576111731950925;True;KL1637;KL;KLM;100;PHBGQ;J;1.0;;2025-11-05 14:31:36.406000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:05:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 18:35:00+00:00;;;
220;223;CDG;codeshares;SCH,GCH;S;False;D;KL2023;2023;C8;C;143576111732035721;True;AF1441;KL;KLM;100;FHZUL;J;1.0;;2025-11-05 13:41:07.057000+00:00;;2025-11-05 19:35:00+00:00;;;;;;;
EMJ;E90;TLS;codeshares;SCH;S;False;D;KL3616;3616;B1;B;143576111732153387;True;AF1701;KL;KLM;100;FHBLA;J;1.0;;2025-11-05 09:05:29.770000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 18:55:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 18:50:00+00:00;;;
32S;32Q;LHR;codeshares;SCH;N;False;D;KQ1033;1033;D26;D;143576111750676099;True;KL1017;KQ;KQA;208;PHAXG;J;2.0;;2025-11-05 13:46:29.981000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:05:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 18:35:00+00:00;;;
EMJ;E90;VLC;codeshares;SCH;S;False;D;KQ1501;1501;B6;B;143576111750689563;True;KL1535;KQ;KQA;208;PHEZR;J;1.0;;2025-11-05 13:46:30.261000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 19:05:00+00:00;;;
32S;32Q;LHR;codeshares;SCH;N;False;D;MF9646;9646;D26;D;143576111987647341;True;KL1017;MF;CXA;1551;PHAXG;J;2.0;;2025-11-05 13:46:29.981000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:05:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 18:35:00+00:00;;;
737;73W;VCE;codeshares;SCH,GCH;S;False;D;MF9795;9795;D84;D;143576111987650447;True;KL1637;MF;CXA;1551;PHBGQ;J;1.0;;2025-11-05 14:31:36.406000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:05:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 18:35:00+00:00;;;
220;223;CDG;codeshares;SCH,GCH;S;False;D;MK9397;9397;C8;C;143576112006381109;True;AF1441;MK;MAU;2867;FHZUL;J;1.0;;2025-11-05 13:41:07.057000+00:00;;2025-11-05 19:35:00+00:00;;;;;;;
737;73W;VCE;codeshares;SCH,GCH;S;False;D;MU1617;1617;D84;D;143576112043061503;True;KL1637;MU;CES;1294;PHBGQ;J;1.0;;2025-11-05 14:31:36.406000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:05:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 18:35:00+00:00;;;
32S;32Q;LHR;codeshares;SCH;N;False;D;MU1643;1643;D26;D;143576112043061717;True;KL1017;MU;CES;1294;PHAXG;J;2.0;;2025-11-05 13:46:29.981000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:05:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 18:35:00+00:00;;;
220;223;CDG;codeshares;SCH,GCH;S;False;D;MU1772;1772;C8;C;143576112043064675;True;AF1441;MU;CES;1294;FHZUL;J;1.0;;2025-11-05 13:41:07.057000+00:00;;2025-11-05 19:35:00+00:00;;;;;;;
EMJ;E90;VLC;codeshares;SCH;S;False;D;MU1851;1851;B6;B;143576112043067263;True;KL1535;MU;CES;1294;PHEZR;J;1.0;;2025-11-05 13:46:30.261000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 19:05:00+00:00;;;
EMJ;E90;VLC;codeshares;SCH;S;False;D;SK6806;6806;B6;B;143576112838217697;True;KL1535;SK;SAS;150;PHEZR;J;1.0;;2025-11-05 13:46:30.261000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 19:05:00+00:00;;;
32S;32Q;LHR;codeshares;SCH;N;False;D;VS7066;7066;D26;D;143576113284347861;True;KL1017;VS;VIR;181;PHAXG;J;2.0;;2025-11-05 13:46:29.981000+00:00;;2025-11-05 19:35:00+00:00;;2025-11-05 19:05:00+00:00;2025-11-05 19:20:00+00:00;2025-11-05 18:35:00+00:00;;;
737;73H;MUC;codeshares;SCH,GCH;S;False;D;6E3272;3272;D87;D;143576114757038725;True;KL1859;6E;IGO;5300;PHBGB;J;1.0;;2025-11-05 14:05:19.294000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 18:40:00+00:00;;;
EMJ;E90;LYS;codeshares;SCH;S;False;D;AF3149;3149;B24;B;143576110322770853;True;KL1435;AF;AFR;80;FHBLL;J;1.0;;2025-11-04 23:22:18.489000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
EMJ;E90;NTE;codeshares;SCH;S;False;D;AF3219;3219;B16;B;143576110322773369;True;KL1425;AF;AFR;80;FHBLO;J;1.0;;2025-11-04 23:20:52.679000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
777;77W;SIN,DPS;codeshares;SCH,GCH;N;False;D;AF8220;8220;E17;E;143576110323279955;True;KL0835;AF;AFR;80;PHBVO;J;2.0;;2025-11-04 23:21:01.214000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 18:55:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 18:10:00+00:00;;;
737;73H;MUC;codeshares;SCH,GCH;S;False;D;AM6335;6335;D87;D;143576110349318419;True;KL1859;AM;AMX;794;PHBGB;J;1.0;;2025-11-05 14:05:19.294000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 18:40:00+00:00;;;
EMJ;295;OPO;codeshares;SCH;S;False;D;DL9401;9401;B26;B;143576110761940265;True;KL1577;DL;DAL;58;PHNXG;J;1.0;;2025-11-05 13:52:06.465000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
32S;320;BSL;;SCH;S;False;A;EZS1221;1221;;;143576139495760940;True;EZS1221;DS;EZS;74;;J;;2025-11-05 19:32:00+00:00;2025-11-05 04:06:23.033000+00:00;;2025-11-05 19:40:00+00:00;;;;;;;
32S;320;LGW;;SCH;N;False;A;EZY8685;8685;;;143576139518971418;True;EZY8685;U2;EZY;64;;J;;2025-11-05 19:32:00+00:00;2025-11-05 14:46:53.334000+00:00;;2025-11-05 19:40:00+00:00;;;;;;;
EMJ;E90;BIO;codeshares;SCH;S;False;D;G35515;5515;B7;B;143576111245071399;True;KL1529;G3;GLO;4918;PHEZL;J;1.0;;2025-11-05 13:52:06.304000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
EMJ;295;OPO;codeshares;SCH;S;False;D;G35555;5555;B26;B;143576111245071695;True;KL1577;G3;GLO;4918;PHNXG;J;1.0;;2025-11-05 13:52:06.465000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
737;73H;MUC;codeshares;SCH,GCH;S;False;D;KE6497;6497;D87;D;143576111706214169;True;KL1859;KE;KAL;105;PHBGB;J;1.0;;2025-11-05 14:05:19.294000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 18:40:00+00:00;;;
777;77W;SIN,DPS;codeshares;SCH,GCH;N;False;D;KL0835;835;E17;E;143576111731855091;True;KL0835;KL;KLM;100;PHBVO;J;2.0;;2025-11-04 23:21:01.214000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 18:55:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 18:10:00+00:00;;;
EMJ;E90;NTE;codeshares;SCH;S;False;D;KL1425;1425;B16;B;143576111731945371;True;KL1425;KL;KLM;100;FHBLO;J;1.0;;2025-11-04 23:20:52.679000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
EMJ;E90;LYS;codeshares;SCH;S;False;D;KL1435;1435;B24;B;143576111731945445;True;KL1435;KL;KLM;100;FHBLL;J;1.0;;2025-11-04 23:22:18.489000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
EMJ;E90;BIO;codeshares;SCH;S;False;D;KL1529;1529;B7;B;143576111731948117;True;KL1529;KL;KLM;100;PHEZL;J;1.0;;2025-11-05 13:52:06.304000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
EMJ;295;OPO;codeshares;SCH;S;False;D;KL1577;1577;B26;B;143576111731948483;True;KL1577;KL;KLM;100;PHNXG;J;1.0;;2025-11-05 13:52:06.465000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
737;73H;MUC;codeshares;SCH,GCH;S;False;D;KL1859;1859;D87;D;143576111731956553;True;KL1859;KL;KLM;100;PHBGB;J;1.0;;2025-11-05 14:05:19.294000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 18:40:00+00:00;;;
EMJ;E90;LYS;codeshares;SCH;S;False;D;KQ1419;1419;B24;B;143576111750686915;True;KL1435;KQ;KQA;208;FHBLL;J;1.0;;2025-11-04 23:22:18.489000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
EMJ;E90;BIO;codeshares;SCH;S;False;D;KQ1689;1689;B7;B;143576111750692909;True;KL1529;KQ;KQA;208;PHEZL;J;1.0;;2025-11-05 13:52:06.304000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
737;73H;MUC;codeshares;SCH,GCH;S;False;D;KQ1801;1801;D87;D;143576111750697777;True;KL1859;KQ;KQA;208;PHBGB;J;1.0;;2025-11-05 14:05:19.294000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 18:40:00+00:00;;;
737;73H;MUC;codeshares;SCH,GCH;S;False;D;MF9692;9692;D87;D;143576111987647703;True;KL1859;MF;CXA;1551;PHBGB;J;1.0;;2025-11-05 14:05:19.294000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 18:40:00+00:00;;;
737;73H;MUC;codeshares;SCH,GCH;S;False;D;MU1597;1597;D87;D;143576112043059357;True;KL1859;MU;CES;1294;PHBGB;J;1.0;;2025-11-05 14:05:19.294000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 18:40:00+00:00;;;
777;77W;SIN,DPS;codeshares;SCH,GCH;N;False;D;QF4234;4234;E17;E;143576112541881437;True;KL0835;QF;QFA;205;PHBVO;J;2.0;;2025-11-04 23:21:01.214000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 18:55:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 18:10:00+00:00;;;
350;359;DOH;;AIR,EXP;N;False;A;QR283;283;F4;F;143576110224101830;True;QR283;QR;QTR;356;A7AMK;J;;2025-11-05 19:23:00+00:00;2025-11-05 13:12:16.555000+00:00;;2025-11-05 19:40:00+00:00;;;;;;;
CRJ;CR9;ARN;;SCH;S;False;A;SK1557;1557;;;143576112837703324;True;SK1557;SK;SAS;150;;J;;2025-11-05 19:32:00+00:00;2025-11-04 22:22:53.338000+00:00;;2025-11-05 19:40:00+00:00;;;;;;;
737;73H;MUC;codeshares;SCH,GCH;S;False;D;SK6668;6668;D87;D;143576112838212669;True;KL1859;SK;SAS;150;PHBGB;J;1.0;;2025-11-05 14:05:19.294000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:10:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 18:40:00+00:00;;;
EMJ;295;OPO;codeshares;SCH;S;False;D;SK6758;6758;B26;B;143576112838215333;True;KL1577;SK;SAS;150;PHNXG;J;1.0;;2025-11-05 13:52:06.465000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
EMJ;E90;LYS;codeshares;SCH;S;False;D;SK6776;6776;B24;B;143576112838215477;True;KL1435;SK;SAS;150;FHBLL;J;1.0;;2025-11-04 23:22:18.489000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
EMJ;E90;BIO;codeshares;SCH;S;False;D;SK6794;6794;B7;B;143576112838215621;True;KL1529;SK;SAS;150;PHEZL;J;1.0;;2025-11-05 13:52:06.304000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
EMJ;E90;LYS;codeshares;SCH;S;False;D;SV6758;6758;B24;B;143576112879446875;True;KL1435;SV;SVA;151;FHBLL;J;1.0;;2025-11-04 23:22:18.489000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
EMJ;295;OPO;codeshares;SCH;S;False;D;SV6804;6804;B26;B;143576112879449235;True;KL1577;SV;SVA;151;PHNXG;J;1.0;;2025-11-05 13:52:06.465000+00:00;;2025-11-05 19:40:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:25:00+00:00;2025-11-05 19:10:00+00:00;;;
737;73H;ORY;;SCH;S;False;A;TO4058;4058;;;143576112991674756;True;TO4058;TO;TVF;5048;;J;;2025-11-05 19:32:00+00:00;2025-11-05 11:43:52.211000+00:00;;2025-11-05 19:40:00+00:00;;;;;;;
32S;32Q;HEL;codeshares;SCH,GCH;S;False;D;6E3259;3259;D79;D;143576114757038591;True;KL1255;6E;IGO;5300;PHAXD;J;1.0;;2025-11-05 13:56:24.628000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
737;73H;MAD;codeshares;SCH;S;False;D;6E3267;3267;D77;D;143576114757038661;True;KL1509;6E;IGO;5300;PHBXF;J;1.0;;2025-11-05 13:56:24.782000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
737;73H;OSL;codeshares;SCH,GCH;S;False;D;6E3281;3281;D83;D;143576114757038797;True;KL1207;6E;IGO;5300;PHBXZ;J;1.0;;2025-11-05 14:55:03.004000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
32S;32Q;HEL;codeshares;SCH,GCH;S;False;D;AF3199;3199;D79;D;143576110322771223;True;KL1255;AF;AFR;80;PHAXD;J;1.0;;2025-11-05 13:56:24.628000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
EMJ;E90;POZ;codeshares;SCH;S;False;D;AF3227;3227;B4;B;143576110322773439;True;KL1335;AF;AFR;80;PHEZS;J;1.0;;2025-11-05 13:56:25.095000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 19:15:00+00:00;;;
737;73H;OSL;codeshares;SCH,GCH;S;False;D;AM6341;6341;D83;D;143576110349318485;True;KL1207;AM;AMX;794;PHBXZ;J;1.0;;2025-11-05 14:55:03.004000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
EMJ;E7W;VIE;codeshares;SCH;S;False;A;AM6438;6438;;;143576110349321162;True;KL1910;AM;AMX;794;;J;;2025-11-05 19:37:00+00:00;2025-11-05 12:02:09.223000+00:00;;2025-11-05 19:45:00+00:00;;;;;;;
737;73H;MAD;codeshares;SCH;S;False;D;AR7815;7815;D77;D;143576110368174877;True;KL1509;AR;;4915;PHBXF;J;1.0;;2025-11-05 13:56:24.782000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
EMJ;E7W;VIE;codeshares;SCH;S;False;A;CI8560;8560;;;143576110611909258;True;KL1910;CI;CAL;44;;J;;2025-11-05 19:37:00+00:00;2025-11-05 12:02:09.223000+00:00;;2025-11-05 19:45:00+00:00;;;;;;;
EMJ;E90;POZ;codeshares;SCH;S;False;D;DL9479;9479;B4;B;143576110761940799;True;KL1335;DL;DAL;58;PHEZS;J;1.0;;2025-11-05 13:56:25.095000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 19:15:00+00:00;;;
737;73H;MAD;codeshares;SCH;S;False;D;G35544;5544;D77;D;143576111245071619;True;KL1509;G3;GLO;4918;PHBXF;J;1.0;;2025-11-05 13:56:24.782000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
32S;32Q;SSH;;AIR,EXP;N;False;A;HV5336;5336;E4;E;143576111353767410;True;HV5336;HV;TRA;164;PHYHV;J;;2025-11-05 19:04:00+00:00;2025-11-05 14:28:40.871000+00:00;;2025-11-05 19:45:00+00:00;;;;;;;
737;73H;OSL;codeshares;SCH,GCH;S;False;D;KE6433;6433;D83;D;143576111706213717;True;KL1207;KE;KAL;105;PHBXZ;J;1.0;;2025-11-05 14:55:03.004000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
EMJ;E90;TRD;codeshares;SCH;S;False;D;KL1155;1155;B3;B;143576111731937379;True;KL1155;KL;KLM;100;PHEZH;J;1.0;;2025-11-05 13:56:24.932000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:20:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 19:15:00+00:00;;;
737;73H;OSL;codeshares;SCH,GCH;S;False;D;KL1207;1207;D83;D;143576111731939751;True;KL1207;KL;KLM;100;PHBXZ;J;1.0;;2025-11-05 14:55:03.004000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
32S;32Q;HEL;codeshares;SCH,GCH;S;False;D;KL1255;1255;D79;D;143576111731940117;True;KL1255;KL;KLM;100;PHAXD;J;1.0;;2025-11-05 13:56:24.628000+00:00;;2025-11-05 19:45:00+00:00;;2025-11-05 19:15:00+00:00;2025-11-05 19:30:00+00:00;2025-11-05 18:45:00+00:00;;;
